ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Furnished_Status_encoded,Public_Transport_Accessibility_encoded,Parking_Space_encoded,Security_encoded,Availability_Status_encoded
84492,Karnataka,Bangalore,Locality_414,Villa,4,2964,492.01,0.17,2022,Unfurnished,26,7,3,6,10,Low,Yes,No,Gym,North,Builder,Ready_to_Move,0.0,0.0,1,0,0
84493,Karnataka,Bangalore,Locality_210,Apartment,1,3552,335.85,0.09,2008,Furnished,15,6,17,3,8,High,Yes,Yes,"Garden, Gym, Clubhouse",West,Builder,Under_Construction,1.0,1.0,1,1,1
84546,Karnataka,Bangalore,Locality_73,Independent House,4,978,418.07,0.43,2021,Furnished,8,11,4,6,8,High,No,Yes,"Garden, Gym",South,Builder,Ready_to_Move,1.0,1.0,0,1,0
84581,Karnataka,Bangalore,Locality_157,Apartment,4,3313,321.78,0.1,2002,Unfurnished,1,12,23,4,2,Low,Yes,No,"Clubhouse, Pool",North,Builder,Under_Construction,0.0,0.0,1,0,1
84725,Karnataka,Bangalore,Locality_370,Villa,4,3263,82.41,0.03,2002,Furnished,29,19,23,7,4,Medium,No,No,"Pool, Clubhouse, Garden, Gym, Playground",West,Owner,Ready_to_Move,1.0,0.5,0,0,0
84726,Karnataka,Bangalore,Locality_312,Independent House,1,4555,299.91,0.07,2004,Unfurnished,11,7,21,5,3,Medium,No,No,"Gym, Pool, Playground, Garden, Clubhouse",West,Owner,Under_Construction,0.0,0.5,0,0,1
84806,Karnataka,Bangalore,Locality_254,Apartment,4,4663,387.12,0.08,1991,Furnished,24,6,34,1,1,Low,No,No,"Garden, Pool, Playground, Gym",North,Owner,Under_Construction,1.0,0.0,0,0,1
84833,Karnataka,Bangalore,Locality_25,Apartment,2,1112,57.85,0.05,2023,Unfurnished,3,2,2,4,1,Low,Yes,Yes,Playground,South,Broker,Under_Construction,0.0,0.0,1,1,1
84836,Karnataka,Bangalore,Locality_187,Villa,4,1836,23.1,0.01,2000,Semi-furnished,13,21,25,7,5,Low,No,Yes,"Gym, Playground, Pool",East,Broker,Ready_to_Move,0.5,0.0,0,1,0
84951,Karnataka,Bangalore,Locality_261,Apartment,2,4077,167.98,0.04,2016,Semi-furnished,13,7,9,7,4,High,Yes,No,"Garden, Gym, Playground",West,Builder,Under_Construction,0.5,1.0,1,0,1
85004,Karnataka,Bangalore,Locality_64,Villa,5,1664,423.97,0.25,2013,Semi-furnished,11,8,12,10,10,High,Yes,Yes,"Clubhouse, Garden",East,Builder,Ready_to_Move,0.5,1.0,1,1,0
85034,Karnataka,Bangalore,Locality_70,Independent House,5,2070,216.78,0.1,2019,Furnished,30,24,6,8,5,Medium,Yes,No,"Pool, Playground",North,Broker,Ready_to_Move,1.0,0.5,1,0,0
85073,Karnataka,Bangalore,Locality_160,Villa,1,2896,256.12,0.09,2020,Semi-furnished,20,23,5,9,3,High,Yes,Yes,Gym,North,Builder,Ready_to_Move,0.5,1.0,1,1,0
85084,Karnataka,Bangalore,Locality_21,Villa,3,3178,404.43,0.13,2004,Unfurnished,22,21,21,7,7,Low,Yes,Yes,"Garden, Playground, Gym, Clubhouse",North,Broker,Under_Construction,0.0,0.0,1,1,1
85137,Karnataka,Bangalore,Locality_342,Apartment,1,1053,338.1,0.32,2000,Semi-furnished,6,11,25,6,3,Low,No,Yes,"Clubhouse, Pool, Gym, Playground",East,Broker,Under_Construction,0.5,0.0,0,1,1
85147,Karnataka,Bangalore,Locality_186,Villa,1,3290,302.06,0.09,1990,Semi-furnished,24,8,35,1,5,High,Yes,No,"Garden, Pool, Gym",South,Owner,Ready_to_Move,0.5,1.0,1,0,0
85172,Karnataka,Bangalore,Locality_367,Apartment,1,4881,375.94,0.08,2010,Unfurnished,20,23,15,3,6,Low,Yes,No,"Pool, Clubhouse, Playground, Garden",South,Broker,Ready_to_Move,0.0,0.0,1,0,0
85243,Karnataka,Bangalore,Locality_229,Independent House,4,2934,216.2,0.07,1998,Furnished,20,2,27,9,6,Medium,No,Yes,"Garden, Clubhouse",West,Broker,Under_Construction,1.0,0.5,0,1,1
85279,Karnataka,Bangalore,Locality_241,Independent House,2,4802,430.5,0.09,1997,Semi-furnished,22,6,28,7,6,Medium,No,Yes,"Pool, Clubhouse",North,Owner,Under_Construction,0.5,0.5,0,1,1
85308,Karnataka,Bangalore,Locality_70,Villa,1,1971,487.41,0.25,1995,Unfurnished,30,9,30,9,10,High,Yes,No,Garden,South,Owner,Under_Construction,0.0,1.0,1,0,1
85409,Karnataka,Bangalore,Locality_94,Independent House,2,1490,207.89,0.14,2019,Semi-furnished,12,4,6,10,6,Medium,No,No,"Playground, Pool, Garden, Gym",West,Owner,Ready_to_Move,0.5,0.5,0,0,0
85435,Karnataka,Bangalore,Locality_181,Apartment,2,4845,87.31,0.02,2016,Unfurnished,15,19,9,7,3,Low,No,Yes,"Pool, Playground, Garden, Gym, Clubhouse",East,Broker,Ready_to_Move,0.0,0.0,0,1,0
85547,Karnataka,Bangalore,Locality_129,Independent House,5,3053,366.72,0.12,1997,Unfurnished,21,24,28,6,2,Low,Yes,No,"Pool, Playground",West,Owner,Under_Construction,0.0,0.0,1,0,1
85573,Karnataka,Bangalore,Locality_162,Villa,2,4729,151.97,0.03,2013,Furnished,15,28,12,6,2,Low,No,No,"Gym, Garden, Clubhouse",East,Builder,Ready_to_Move,1.0,0.0,0,0,0
85609,Karnataka,Bangalore,Locality_171,Apartment,5,732,407.81,0.56,2017,Semi-furnished,20,8,8,10,1,Low,No,No,"Garden, Clubhouse, Gym, Pool, Playground",East,Owner,Ready_to_Move,0.5,0.0,0,0,0
85879,Karnataka,Bangalore,Locality_261,Independent House,3,4193,232.28,0.06,1995,Furnished,9,1,30,4,5,Low,Yes,No,"Playground, Garden, Clubhouse",South,Broker,Ready_to_Move,1.0,0.0,1,0,0
85942,Karnataka,Bangalore,Locality_304,Apartment,2,1334,104.11,0.08,2018,Furnished,26,8,7,5,8,Low,No,Yes,"Pool, Garden, Gym",North,Owner,Ready_to_Move,1.0,0.0,0,1,0
85963,Karnataka,Bangalore,Locality_48,Villa,5,2984,35.52,0.01,1993,Unfurnished,29,3,32,5,2,Medium,Yes,Yes,Clubhouse,North,Broker,Under_Construction,0.0,0.5,1,1,1
85972,Karnataka,Bangalore,Locality_7,Villa,5,4480,317.43,0.07,1994,Semi-furnished,5,26,31,3,4,High,Yes,Yes,"Playground, Pool, Clubhouse, Gym",West,Builder,Ready_to_Move,0.5,1.0,1,1,0
86129,Karnataka,Bangalore,Locality_292,Independent House,2,4619,402.97,0.09,1997,Semi-furnished,29,4,28,7,6,Low,Yes,No,Clubhouse,East,Broker,Ready_to_Move,0.5,0.0,1,0,0
86147,Karnataka,Bangalore,Locality_404,Villa,1,3071,411.06,0.13,2012,Unfurnished,16,22,13,8,2,Medium,Yes,Yes,"Playground, Gym, Clubhouse, Pool, Garden",North,Builder,Under_Construction,0.0,0.5,1,1,1
86196,Karnataka,Bangalore,Locality_392,Independent House,4,3239,90.99,0.03,2020,Unfurnished,30,16,5,6,9,Medium,No,Yes,Playground,South,Broker,Under_Construction,0.0,0.5,0,1,1
86239,Karnataka,Bangalore,Locality_34,Apartment,4,3501,464.9,0.13,1994,Furnished,7,30,31,5,5,Low,Yes,No,"Playground, Gym, Clubhouse, Pool, Garden",North,Broker,Ready_to_Move,1.0,0.0,1,0,0
86259,Karnataka,Bangalore,Locality_80,Apartment,1,3320,275.28,0.08,2012,Unfurnished,26,9,13,8,9,Low,Yes,No,"Pool, Clubhouse",South,Owner,Ready_to_Move,0.0,0.0,1,0,0
86328,Karnataka,Bangalore,Locality_226,Independent House,5,3003,22.53,0.01,2015,Semi-furnished,5,2,10,7,10,Medium,No,Yes,"Playground, Garden, Pool, Gym",West,Owner,Ready_to_Move,0.5,0.5,0,1,0
86512,Karnataka,Bangalore,Locality_345,Apartment,5,3161,426.13,0.13,2000,Furnished,28,11,25,5,2,High,No,Yes,"Gym, Clubhouse, Pool",South,Builder,Under_Construction,1.0,1.0,0,1,1
86656,Karnataka,Bangalore,Locality_234,Independent House,5,3879,218.2,0.06,2003,Semi-furnished,8,15,22,8,7,High,Yes,Yes,"Pool, Clubhouse, Garden",West,Broker,Under_Construction,0.5,1.0,1,1,1
86668,Karnataka,Bangalore,Locality_484,Apartment,3,3626,371.65,0.1,2006,Unfurnished,17,6,19,10,3,Low,No,Yes,"Garden, Clubhouse, Pool, Gym, Playground",South,Broker,Ready_to_Move,0.0,0.0,0,1,0
86682,Karnataka,Bangalore,Locality_350,Apartment,2,3126,199.06,0.06,2004,Unfurnished,7,5,21,10,7,High,No,No,"Garden, Pool, Clubhouse, Playground",South,Broker,Under_Construction,0.0,1.0,0,0,1
86736,Karnataka,Bangalore,Locality_141,Independent House,4,1958,399.72,0.2,2015,Semi-furnished,16,14,10,6,8,Medium,No,No,Garden,West,Builder,Under_Construction,0.5,0.5,0,0,1
86769,Karnataka,Bangalore,Locality_299,Apartment,2,645,341.43,0.53,1999,Semi-furnished,12,13,26,10,3,Medium,No,No,"Gym, Pool",West,Broker,Under_Construction,0.5,0.5,0,0,1
86799,Karnataka,Bangalore,Locality_324,Apartment,5,702,320.34,0.46,2022,Semi-furnished,23,30,3,4,4,Medium,No,No,"Playground, Gym, Pool, Garden, Clubhouse",West,Builder,Under_Construction,0.5,0.5,0,0,1
86833,Karnataka,Bangalore,Locality_459,Independent House,5,2944,245.16,0.08,2003,Furnished,13,30,22,8,8,Medium,Yes,Yes,"Garden, Pool, Gym",North,Broker,Ready_to_Move,1.0,0.5,1,1,0
86836,Karnataka,Bangalore,Locality_88,Villa,2,4000,269.56,0.07,2006,Furnished,1,22,19,7,2,Low,No,Yes,"Gym, Playground, Pool, Clubhouse, Garden",North,Builder,Ready_to_Move,1.0,0.0,0,1,0
86919,Karnataka,Bangalore,Locality_397,Independent House,3,2015,423.81,0.21,2017,Unfurnished,12,18,8,8,9,Low,No,Yes,"Gym, Garden, Clubhouse, Playground, Pool",West,Broker,Under_Construction,0.0,0.0,0,1,1
86976,Karnataka,Bangalore,Locality_464,Apartment,1,3350,457.56,0.14,2020,Unfurnished,1,16,5,3,9,Low,Yes,Yes,"Playground, Gym",North,Broker,Under_Construction,0.0,0.0,1,1,1
87146,Karnataka,Bangalore,Locality_415,Independent House,2,3987,413.78,0.1,1992,Furnished,9,19,33,7,7,Low,No,No,"Pool, Clubhouse, Gym",South,Builder,Under_Construction,1.0,0.0,0,0,1
87195,Karnataka,Bangalore,Locality_66,Villa,1,1051,238.48,0.23,2009,Unfurnished,14,27,16,5,10,Medium,No,Yes,"Clubhouse, Pool, Gym",West,Builder,Under_Construction,0.0,0.5,0,1,1
87339,Karnataka,Bangalore,Locality_383,Villa,1,997,219.34,0.22,2016,Unfurnished,8,9,9,4,6,Low,Yes,No,Garden,East,Broker,Under_Construction,0.0,0.0,1,0,1
87428,Karnataka,Bangalore,Locality_77,Apartment,4,717,62.83,0.09,1999,Furnished,22,2,26,1,3,Medium,No,No,Playground,South,Owner,Under_Construction,1.0,0.5,0,0,1
87537,Karnataka,Bangalore,Locality_425,Apartment,1,1593,91.91,0.06,1994,Semi-furnished,14,7,31,6,1,High,Yes,Yes,"Pool, Clubhouse, Gym, Playground, Garden",West,Broker,Ready_to_Move,0.5,1.0,1,1,0
87540,Karnataka,Bangalore,Locality_244,Independent House,2,3054,228.58,0.07,2017,Semi-furnished,8,28,8,9,4,Low,No,No,"Pool, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move,0.5,0.0,0,0,0
87549,Karnataka,Bangalore,Locality_14,Apartment,5,2189,390.72,0.18,2003,Semi-furnished,6,3,22,7,9,High,Yes,Yes,"Pool, Playground",West,Owner,Under_Construction,0.5,1.0,1,1,1
87721,Karnataka,Bangalore,Locality_160,Apartment,4,4947,372.98,0.08,2004,Furnished,28,21,21,4,2,High,Yes,No,Garden,West,Broker,Ready_to_Move,1.0,1.0,1,0,0
87743,Karnataka,Bangalore,Locality_433,Apartment,5,3506,25.18,0.01,1990,Semi-furnished,14,2,35,4,8,Medium,No,No,"Playground, Clubhouse, Gym, Pool",North,Broker,Ready_to_Move,0.5,0.5,0,0,0
87754,Karnataka,Bangalore,Locality_490,Villa,5,4163,394.15,0.09,1997,Semi-furnished,8,6,28,3,1,High,No,Yes,"Clubhouse, Pool, Garden",East,Owner,Under_Construction,0.5,1.0,0,1,1
87758,Karnataka,Bangalore,Locality_318,Independent House,4,3125,403.79,0.13,2004,Furnished,1,5,21,7,3,Medium,No,No,"Gym, Clubhouse",South,Broker,Under_Construction,1.0,0.5,0,0,1
87763,Karnataka,Bangalore,Locality_108,Villa,4,4785,175.36,0.04,2015,Semi-furnished,14,16,10,9,1,High,Yes,Yes,"Gym, Playground",South,Owner,Ready_to_Move,0.5,1.0,1,1,0
87796,Karnataka,Bangalore,Locality_399,Apartment,5,2074,162.59,0.08,2006,Unfurnished,30,17,19,6,7,Medium,Yes,Yes,"Garden, Gym, Playground",East,Builder,Under_Construction,0.0,0.5,1,1,1
87877,Karnataka,Bangalore,Locality_433,Independent House,2,677,181.96,0.27,2001,Semi-furnished,24,3,24,4,1,Medium,Yes,No,"Playground, Pool",North,Builder,Ready_to_Move,0.5,0.5,1,0,0
87904,Karnataka,Bangalore,Locality_112,Apartment,3,519,184.48,0.36,2021,Semi-furnished,6,22,4,1,7,Low,Yes,No,"Clubhouse, Playground, Gym",West,Broker,Under_Construction,0.5,0.0,1,0,1
87951,Karnataka,Bangalore,Locality_43,Independent House,3,1663,64.84,0.04,2019,Semi-furnished,30,12,6,1,5,High,Yes,No,"Garden, Clubhouse, Pool",South,Broker,Ready_to_Move,0.5,1.0,1,0,0
88005,Karnataka,Bangalore,Locality_124,Villa,3,1615,264.39,0.16,2015,Furnished,0,15,10,8,4,Low,No,No,"Pool, Clubhouse, Gym, Playground",North,Builder,Under_Construction,1.0,0.0,0,0,1
88047,Karnataka,Bangalore,Locality_389,Villa,3,4232,42.5,0.01,1995,Semi-furnished,13,24,30,9,2,Medium,Yes,Yes,"Pool, Clubhouse, Gym, Garden, Playground",East,Broker,Ready_to_Move,0.5,0.5,1,1,0
88140,Karnataka,Bangalore,Locality_163,Independent House,2,3394,411.2,0.12,2012,Semi-furnished,19,21,13,7,1,Low,No,Yes,"Garden, Playground, Pool",West,Broker,Ready_to_Move,0.5,0.0,0,1,0
88216,Karnataka,Bangalore,Locality_355,Villa,2,1625,161.6,0.1,2004,Semi-furnished,4,22,21,10,2,Medium,No,No,"Pool, Playground",East,Owner,Ready_to_Move,0.5,0.5,0,0,0
88229,Karnataka,Bangalore,Locality_119,Villa,1,3797,40.86,0.01,2006,Unfurnished,28,7,19,5,10,Low,Yes,Yes,"Playground, Pool, Gym, Clubhouse",East,Owner,Under_Construction,0.0,0.0,1,1,1
88315,Karnataka,Bangalore,Locality_334,Apartment,3,1419,331.03,0.23,2004,Unfurnished,19,29,21,10,2,High,No,Yes,"Gym, Pool, Playground, Clubhouse",North,Broker,Ready_to_Move,0.0,1.0,0,1,0
88441,Karnataka,Bangalore,Locality_264,Independent House,3,2653,111.09,0.04,2023,Unfurnished,7,8,2,2,5,High,No,No,"Gym, Playground, Pool",East,Broker,Under_Construction,0.0,1.0,0,0,1
88498,Karnataka,Bangalore,Locality_249,Independent House,5,3608,167.55,0.05,2005,Furnished,8,20,20,10,6,High,No,Yes,"Garden, Pool, Gym",South,Broker,Under_Construction,1.0,1.0,0,1,1
88626,Karnataka,Bangalore,Locality_182,Apartment,1,2483,473.83,0.19,1997,Semi-furnished,10,30,28,9,7,High,No,No,"Playground, Garden, Gym",South,Owner,Ready_to_Move,0.5,1.0,0,0,0
88637,Karnataka,Bangalore,Locality_319,Independent House,5,1844,446.85,0.24,2019,Semi-furnished,3,20,6,6,1,High,Yes,Yes,"Clubhouse, Pool, Playground, Garden",West,Builder,Ready_to_Move,0.5,1.0,1,1,0
88676,Karnataka,Bangalore,Locality_267,Independent House,4,3084,222.32,0.07,2014,Furnished,25,14,11,2,9,Low,No,No,"Garden, Pool",East,Broker,Ready_to_Move,1.0,0.0,0,0,0
88898,Karnataka,Bangalore,Locality_403,Villa,2,3359,379.15,0.11,2005,Unfurnished,11,6,20,6,8,Low,Yes,Yes,"Clubhouse, Garden, Gym",South,Builder,Ready_to_Move,0.0,0.0,1,1,0
89001,Karnataka,Bangalore,Locality_105,Independent House,5,3366,427.88,0.13,2018,Semi-furnished,14,21,7,1,2,Medium,Yes,No,"Gym, Playground, Garden, Clubhouse, Pool",East,Builder,Under_Construction,0.5,0.5,1,0,1
89094,Karnataka,Bangalore,Locality_326,Independent House,1,3851,183.81,0.05,2015,Unfurnished,20,10,10,9,10,Low,Yes,Yes,"Gym, Pool, Garden, Clubhouse",West,Builder,Under_Construction,0.0,0.0,1,1,1
89199,Karnataka,Bangalore,Locality_145,Villa,1,3945,238.46,0.06,1998,Furnished,29,29,27,10,1,Medium,Yes,No,"Pool, Clubhouse, Gym, Garden",South,Broker,Ready_to_Move,1.0,0.5,1,0,0
89208,Karnataka,Bangalore,Locality_318,Villa,4,1576,221.15,0.14,2017,Furnished,10,30,8,1,7,High,No,Yes,"Garden, Playground, Pool, Gym, Clubhouse",North,Owner,Ready_to_Move,1.0,1.0,0,1,0
89236,Karnataka,Bangalore,Locality_259,Independent House,3,961,375.03,0.39,2013,Furnished,0,28,12,2,7,Low,Yes,Yes,"Gym, Playground, Pool",East,Broker,Ready_to_Move,1.0,0.0,1,1,0
89450,Karnataka,Bangalore,Locality_269,Independent House,2,2604,127.31,0.05,1998,Furnished,12,21,27,6,2,Medium,Yes,No,"Clubhouse, Playground, Pool, Gym",East,Broker,Under_Construction,1.0,0.5,1,0,1
89533,Karnataka,Bangalore,Locality_123,Villa,3,2032,428.94,0.21,2015,Furnished,17,9,10,1,9,High,No,Yes,Clubhouse,North,Builder,Under_Construction,1.0,1.0,0,1,1
89681,Karnataka,Bangalore,Locality_200,Apartment,4,1045,196.46,0.19,1997,Furnished,6,2,28,10,8,Medium,No,No,Playground,North,Broker,Ready_to_Move,1.0,0.5,0,0,0
89699,Karnataka,Bangalore,Locality_145,Apartment,5,3855,415.21,0.11,2005,Furnished,10,11,20,1,6,Low,No,No,"Pool, Clubhouse, Gym, Garden",North,Builder,Under_Construction,1.0,0.0,0,0,1
89822,Karnataka,Bangalore,Locality_374,Independent House,4,4864,391.56,0.08,2007,Furnished,26,3,18,4,1,Medium,Yes,No,Pool,South,Owner,Ready_to_Move,1.0,0.5,1,0,0
89930,Karnataka,Bangalore,Locality_336,Apartment,4,4230,321.05,0.08,2010,Semi-furnished,1,11,15,6,5,Low,No,No,"Gym, Garden, Clubhouse, Playground",West,Owner,Ready_to_Move,0.5,0.0,0,0,0
90013,Karnataka,Bangalore,Locality_355,Independent House,5,1957,463.62,0.24,2014,Furnished,14,6,11,10,8,High,No,No,Pool,North,Builder,Ready_to_Move,1.0,1.0,0,0,0
90058,Karnataka,Bangalore,Locality_388,Independent House,2,589,283.02,0.48,1995,Semi-furnished,20,15,30,9,3,Medium,Yes,Yes,"Gym, Pool",South,Broker,Ready_to_Move,0.5,0.5,1,1,0
90077,Karnataka,Bangalore,Locality_412,Villa,1,1370,137.42,0.1,2010,Furnished,12,24,15,4,1,Low,No,No,Clubhouse,West,Broker,Under_Construction,1.0,0.0,0,0,1
90123,Karnataka,Bangalore,Locality_297,Independent House,4,2994,433.97,0.14,1997,Furnished,2,3,28,6,10,High,Yes,No,"Clubhouse, Pool, Garden, Gym",North,Builder,Ready_to_Move,1.0,1.0,1,0,0
90251,Karnataka,Bangalore,Locality_343,Independent House,5,4982,271.36,0.05,2021,Semi-furnished,26,30,4,5,5,Medium,Yes,Yes,Playground,North,Broker,Under_Construction,0.5,0.5,1,1,1
90373,Karnataka,Bangalore,Locality_114,Apartment,5,2050,393.94,0.19,2015,Unfurnished,5,20,10,3,2,Low,No,Yes,"Pool, Clubhouse, Garden",North,Owner,Under_Construction,0.0,0.0,0,1,1
90374,Karnataka,Bangalore,Locality_47,Villa,5,906,323.04,0.36,2019,Unfurnished,2,19,6,7,3,High,No,Yes,"Pool, Playground, Garden",East,Broker,Under_Construction,0.0,1.0,0,1,1
90444,Karnataka,Bangalore,Locality_403,Villa,5,1338,42.31,0.03,2022,Semi-furnished,8,25,3,4,3,High,Yes,No,"Playground, Pool, Clubhouse",North,Owner,Ready_to_Move,0.5,1.0,1,0,0
90607,Karnataka,Bangalore,Locality_352,Apartment,5,1837,66.07,0.04,2006,Furnished,11,22,19,6,4,High,Yes,Yes,"Clubhouse, Gym, Garden, Pool",North,Broker,Under_Construction,1.0,1.0,1,1,1
90691,Karnataka,Bangalore,Locality_418,Villa,1,3276,369.68,0.11,2013,Semi-furnished,30,20,12,8,4,Low,Yes,No,"Clubhouse, Garden, Gym",West,Owner,Under_Construction,0.5,0.0,1,0,1
90702,Karnataka,Bangalore,Locality_175,Independent House,1,1700,278.62,0.16,2006,Furnished,26,28,19,1,9,High,No,No,"Clubhouse, Playground",North,Owner,Under_Construction,1.0,1.0,0,0,1
90719,Karnataka,Bangalore,Locality_45,Apartment,2,2916,165.64,0.06,2016,Furnished,1,4,9,8,8,Low,No,No,"Gym, Clubhouse, Pool, Playground",East,Builder,Under_Construction,1.0,0.0,0,0,1
90740,Karnataka,Bangalore,Locality_283,Independent House,4,3790,46.42,0.01,1992,Semi-furnished,14,20,33,1,5,High,Yes,Yes,"Pool, Garden, Gym, Clubhouse, Playground",North,Owner,Ready_to_Move,0.5,1.0,1,1,0
90875,Karnataka,Bangalore,Locality_346,Apartment,4,4245,343.07,0.08,1993,Unfurnished,29,19,32,3,3,Medium,No,Yes,"Clubhouse, Playground, Pool, Garden, Gym",North,Builder,Ready_to_Move,0.0,0.5,0,1,0
91113,Karnataka,Bangalore,Locality_63,Villa,4,945,28.98,0.03,2010,Semi-furnished,21,18,15,5,9,Medium,No,No,"Playground, Clubhouse, Garden, Pool",South,Broker,Ready_to_Move,0.5,0.5,0,0,0
91335,Karnataka,Bangalore,Locality_444,Apartment,1,3161,258.3,0.08,1993,Semi-furnished,23,30,32,6,4,Medium,Yes,Yes,"Pool, Playground, Garden, Gym, Clubhouse",West,Owner,Under_Construction,0.5,0.5,1,1,1
91362,Karnataka,Bangalore,Locality_92,Villa,5,3303,483.97,0.15,2001,Furnished,6,3,24,4,5,Medium,No,Yes,"Clubhouse, Pool",North,Broker,Ready_to_Move,1.0,0.5,0,1,0
91367,Karnataka,Bangalore,Locality_98,Villa,1,1391,343.1,0.25,2009,Semi-furnished,24,15,16,2,5,Medium,Yes,No,"Pool, Playground, Clubhouse, Garden, Gym",North,Broker,Under_Construction,0.5,0.5,1,0,1
91403,Karnataka,Bangalore,Locality_111,Villa,5,3753,274.42,0.07,2003,Furnished,13,26,22,4,9,Medium,Yes,Yes,"Playground, Pool, Garden, Clubhouse",North,Builder,Ready_to_Move,1.0,0.5,1,1,0
91448,Karnataka,Bangalore,Locality_211,Apartment,2,792,48.05,0.06,2008,Semi-furnished,5,14,17,6,8,Low,Yes,No,"Playground, Pool, Gym, Garden, Clubhouse",East,Broker,Under_Construction,0.5,0.0,1,0,1
91778,Karnataka,Bangalore,Locality_297,Apartment,2,4797,376.54,0.08,1999,Furnished,22,22,26,9,8,High,No,Yes,"Pool, Playground, Garden",West,Owner,Ready_to_Move,1.0,1.0,0,1,0
91801,Karnataka,Bangalore,Locality_243,Apartment,5,3529,449.77,0.13,2000,Semi-furnished,16,21,25,10,9,Low,Yes,No,"Clubhouse, Playground, Garden, Gym",West,Owner,Under_Construction,0.5,0.0,1,0,1
91808,Karnataka,Bangalore,Locality_470,Apartment,4,4022,422.56,0.11,2017,Furnished,11,23,8,7,7,High,No,Yes,Garden,West,Owner,Ready_to_Move,1.0,1.0,0,1,0
91860,Karnataka,Bangalore,Locality_177,Independent House,2,3949,225.37,0.06,2014,Furnished,4,21,11,9,3,Medium,Yes,No,"Garden, Pool",North,Builder,Under_Construction,1.0,0.5,1,0,1
91886,Karnataka,Bangalore,Locality_202,Villa,1,4423,467.51,0.11,2015,Furnished,13,30,10,5,10,Low,Yes,Yes,"Garden, Pool, Clubhouse, Gym, Playground",East,Owner,Ready_to_Move,1.0,0.0,1,1,0
92059,Karnataka,Bangalore,Locality_89,Independent House,3,1880,497.77,0.26,2012,Furnished,30,8,13,2,8,Medium,Yes,Yes,"Gym, Clubhouse, Pool",West,Broker,Under_Construction,1.0,0.5,1,1,1
92086,Karnataka,Bangalore,Locality_274,Independent House,5,3983,303.79,0.08,1998,Unfurnished,19,19,27,4,3,Medium,Yes,No,"Playground, Gym, Clubhouse, Pool",East,Broker,Ready_to_Move,0.0,0.5,1,0,0
92136,Karnataka,Bangalore,Locality_486,Apartment,3,2363,257.38,0.11,2016,Semi-furnished,30,19,9,3,2,Low,Yes,Yes,Garden,South,Broker,Under_Construction,0.5,0.0,1,1,1
92164,Karnataka,Bangalore,Locality_187,Villa,5,2717,78.64,0.03,2010,Semi-furnished,28,19,15,3,1,High,No,Yes,"Pool, Gym, Playground",East,Broker,Ready_to_Move,0.5,1.0,0,1,0
92206,Karnataka,Bangalore,Locality_8,Independent House,5,1146,22.3,0.02,2019,Furnished,24,22,6,7,1,Medium,Yes,Yes,Gym,North,Builder,Under_Construction,1.0,0.5,1,1,1
92262,Karnataka,Bangalore,Locality_44,Apartment,2,549,386.15,0.7,2015,Furnished,5,25,10,6,5,Medium,Yes,Yes,"Garden, Gym",West,Builder,Under_Construction,1.0,0.5,1,1,1
92277,Karnataka,Bangalore,Locality_481,Independent House,5,1105,85.77,0.08,2009,Unfurnished,4,11,16,8,4,High,Yes,No,"Clubhouse, Gym, Pool",East,Broker,Under_Construction,0.0,1.0,1,0,1
92296,Karnataka,Bangalore,Locality_256,Villa,5,3762,462.63,0.12,2011,Unfurnished,2,27,14,10,7,Low,No,No,"Gym, Clubhouse, Garden, Pool, Playground",West,Broker,Under_Construction,0.0,0.0,0,0,1
92319,Karnataka,Bangalore,Locality_343,Villa,5,2142,149.22,0.07,2016,Unfurnished,23,15,9,4,5,Medium,No,No,"Playground, Gym, Pool",West,Owner,Ready_to_Move,0.0,0.5,0,0,0
92358,Karnataka,Bangalore,Locality_371,Apartment,3,3680,259.13,0.07,2019,Furnished,7,2,6,5,4,High,Yes,Yes,"Garden, Clubhouse, Pool",West,Builder,Ready_to_Move,1.0,1.0,1,1,0
92395,Karnataka,Bangalore,Locality_430,Apartment,5,1874,131.19,0.07,1995,Unfurnished,10,19,30,2,8,Medium,No,No,"Gym, Clubhouse, Garden, Playground, Pool",West,Owner,Under_Construction,0.0,0.5,0,0,1
92451,Karnataka,Bangalore,Locality_493,Apartment,3,2049,34.37,0.02,1992,Semi-furnished,27,29,33,2,4,High,No,No,"Pool, Gym",East,Broker,Under_Construction,0.5,1.0,0,0,1
92475,Karnataka,Bangalore,Locality_249,Apartment,3,2759,496.16,0.18,1991,Unfurnished,3,29,34,1,4,High,Yes,Yes,Pool,North,Owner,Ready_to_Move,0.0,1.0,1,1,0
92503,Karnataka,Bangalore,Locality_110,Independent House,5,4235,335.52,0.08,1990,Unfurnished,16,19,35,5,10,Medium,Yes,No,Pool,North,Builder,Under_Construction,0.0,0.5,1,0,1
92547,Karnataka,Bangalore,Locality_410,Independent House,4,1051,89.04,0.08,2002,Furnished,13,11,23,5,7,Low,No,Yes,"Garden, Gym, Clubhouse, Pool",East,Builder,Ready_to_Move,1.0,0.0,0,1,0
